description,title,image_id,user_tags
,Flooded Golf Course,8116188393,"['course', 'edzed', 'flooded', 'golf', 'photo', 'photography']"
,41st Street and West Side Highway,8137343724,"['42nd street', 'flooding', 'gothamist', 'hells kitchen', 'hurrican sandy', 'hurricane', 'new york city', 'nyc', 'sandy']"
"The steps up to the Legion Hall are still submerged. A business off the photo to the left claims to have had 5'11"" of water inside. Another report says the water reached 56"" inside the Legion Hall. That wall had been built after the last flood a few years ago, and is 42"" tall.

Photo Friday 2013
Week 7
 
 
Find me on:
<a href=""http://www.mikeoliveri.com"" rel=""nofollow"">Blog</a> • <a href=""http://twitter.com/mikeoliveri"" rel=""nofollow"">Twitter</a> • <a href=""http://gplus.to/MikeOliveri"" rel=""nofollow"">Google </a> • <a href=""http://mikeoliveri.tumblr.com"" rel=""nofollow"">Tumblr</a>",Mill Street,8663852847,"['flood', 'illinois', 'rain', 'roanoke', 'water', 'weather']"
This spicket provides access to an irrigation system designed for flooding rice fields.,Japanese Irrigation,8104657630,"['収穫', '収穫後', '田圃', 'fields', 'harvest', 'hidaka', 'japan', 'kochi', 'kochi prefecture', 'magic hour', 'post-harvest', 'rural', 'shikoku', 'sunset']"
".

Way to Oblivion *
Chinese Graveyard - Silom / Bangkok - August 2013.

Photo-Set:
<a href=""http://www.flickr.com/photos/sterneck/sets/72157635211771848"">www.flickr.com/photos/sterneck/sets/72157635211771848</a>

- * -

Die Erinnerung ist dem Vergessen gewichen.

Irgendwo in der Nähe der zentralen Silom-Road in Bangkok,
umgeben von futuristischen Hochhäusern, Baustellen und dem Skytrain,
findet sich ein alter chinesischer Friedhof.
Während der Stadtteil sein Gesicht rasend schnell wandelte und
von scheinbar unablässiger Beschäftigkeit geprägt ist,
herrscht hier eine Atmosphäre des Stillstandes,
in der Vergangenheit verharrend. 
Schwergewichtige Grabsteine und 
Tempelartige Monumente prägen das Bild.
Gemeißelte Drachen und Löwen sollen die Verstorbenen beschützen.
Doch ihre Aufgabe haben inzwischen die Straßehunde übernommen,
die wachsam ihr Revier sichern.
Die Grabmahle sind längst dem Verfall preisgegeben, 
teilweise überflutet und verwildert.
Die Erinnerung ist dem Vergessen gewichen.

- * -

- Rest In Peace -

- * -


Wolfgang Sterneck:
In the Cracks of the World
Photo-Reports:
<a href=""http://www.flickr.com/sterneck/sets"">www.flickr.com/sterneck/sets</a>
Articles (german / english) : 
<a href=""http://www.sterneck.net"" rel=""nofollow"">www.sterneck.net</a>


- * -",Way to Oblivion *,9583306044,"['überschwemmung', 'andenken', 'bangkok', 'cemetery', 'chinese', 'chinese graveyard', 'culture', 'death', 'decay', 'erinnerung', 'evanescence', 'flood', 'forgetting', 'frieden', 'friedhof', 'gedächtnis', 'grabmahl', 'grabstein', 'grave', 'graveyard', 'kultur', 'leben', 'life', 'oblivion', 'peace', 'remembrance', 'rest in peace', 'rip', 'ruhe in frieden', 'sepulkral', 'sepulkralkultur', 'sepultura', 'silom', 'sterben', 'thailand', 'tod', 'vergänglichkeit', 'vergessen', 'zerfall']"
Photo: Karen Osler,bagshot flood2,4552219280,"['bagshot', 'flood']"
…guess I'm not riding home this way.,Flooded Yarra Trail,5134684581,"['bike path', 'flood', 'yarra river', 'yarra trail']"
journey impeded by flooding. in the book it's glorious summer... #kidmapper,"Balquhidder, SCT, United Kingdom",3839786160,[]
"<a href=""http://bighugelabs.com/onblack.php?id=4290958973&size=large"" rel=""nofollow"">View On Black</a>",basketball migration,4290958973,"['_nrd', 'flooded', 'leica summarit 35mm f2.5', 'rain', 'river_l2016380', 'san lorenzo river', 'santa cruz', 'scphoto']"
"This waterfall used to appear with every rain, but we hadn't seen it in years till this past winter.","Little waterfalls everywhere. Red Hill VA, January 2010",4304088226,"['2010', 'albemarle county va', 'canon g9', 'central virginia', 'driveway', 'flood', 'january', 'january 2010', 'rain', 'rainstorm', 'red hill', 'red hill va']"
,IMG_3410 Avonside Dr flooding,4955971461,[]
,des_moines_downtown_2008_06_29_79,2790575563,"['des moines', 'downtown', 'flood']"
,Sculpture,6912752480,"['national building museum', 'washington d.c.']"
,Pacific Flood 017,3189506485,"['clean up', 'first flood 2009', 'january', 'king county', 'pacific']"
Luxembourg City business district during a weekend.,Lone city,4564589611,"['architecture', 'building', 'city', 'europe', 'europe district', 'france', 'luxembourg', 'parc', 'park', 'perspective', 'quartier europe', 'véroooo']"
"Drowning in the bar !

2010-08-StA605aa",Noyade à la buvette !,4888495272,"['été', 'bar', 'buvette', 'drown', 'fête', 'feast', 'flood', 'france', 'hautes-alpes', 'inondation', 'night', 'noyé', 'noyade', 'nuit', 'orage', 'pluie', 'provence', 'rain', 'summer', 'village']"
"Police vans and cars parked in the center of Skopje next to construction site of Triumphal Arch, during the first night of protests against police brutality (June 6-7).",Triumphal Arch and police vans,5894385597,['#protestiram']
,Datchet - the Thames at its highest level.,920734468,"['datchet', 'floods']"
,"Flooded ditches, mud.",8295386538,"['bampton', 'bush', 'cloudy', 'country', 'ditch', 'flooded', 'iphone', 'monochrom', 'mud', 'muddy', 'obscured', 'ocfordshire', 'overcast', 'oxon', 'shrub', 'tree', 'water']"
We stayed in a little cottage which was part of this wonderfully old and picturesque building in the small village of Verrandi.,Verrandi,2171055509,"['2007', ""côte d'azur"", 'december', 'italia', 'italy']"
,IMG_9037.JPG,321918489,"['bay street', 'bistro', 'cafe', 'church', 'church street', 'city', 'cn tower', 'esplenade', 'front street', 'gta', 'jamie kennedy', 'lights', 'metro toronto', 'pano', 'panorama', 'panoramic', 'photostitch', 'restatraunt', 'restaurant', 'searchlight', 'skyline', 'st', 'the keg', 'toronto']"
,IMG_0901,2924817277,"['flooding', 'naperville']"
"lonely road, lake winn, nh",lonely_road,2326205188,"['nature', 'new hampshire', 'trees']"
"The flooded Cannon River.  9:00 am, September 24, 2010.",Flood01,5020289209,"['2010 flood', 'september 23']"
20140316f006_1080,Give way to new river in Preston Candover,13203273314,"[""20's"", 'cycling', 'floods', 'hampshire', 'plenty']"
Back Camera,Flooded,5162706859,"['basketball', 'flood', 'josh', 'sport', 'water']"
"This is an ODU-LFST trailer outside the wind tunnel building.  ODU operates the tunnel on a non-profit, pay-as-you-go basis.  The facility was recently damaged by hurricane flooding, and most of the proceeds from the operation of the tunnel is going into its repair.",LFST- ODU Trailer,279412370,"['langleyfullscalewindtunnel', 'nasalangley', 'odu', 'olddominionuniversity']"
10th St SE off Otis Rd.  The water was rushing pretty fast.  06/13/2008,DSCF0933,2576268297,"['cedarrapids', 'flood', 'floods', 'iowa']"
,Just TRY to pick up some poop. I dare you.,6089907020,"['baggie', 'connecticut', 'ct', 'dispenser', 'dog', 'edgewood', 'edgewood park', 'flooding', 'home', 'hurricane', 'hurricane irene', 'irene', 'new haven']"
Statue of Peter the Great at Deptford Creek. The statue was presented by the people of Russia to commemorate the time Peter the Great spent as a guest at the nearby Sayes Court. Peter was visiting to study English ship building.,Peter the Great,2314670037,"['deptford', 'england', 'europe', 'img_5903', 'london', 'peter the great', 'river', 'river thames', 'statue', 'thames']"
march 14 2010,more flooding in old town alexandria,4433331019,['cameraphone']
"Obliterated 663 Princess construction site (South Bartlett in foreground, former Rest Inn 686 Princess damaged in background)",ygkfire16,11503688444,[]
"The Tyldesley Loop line was opened by the London &v North West Railway Company on 1st September 1864, to provide a link between Eccles (located on the famous 1830 Stephenson line between Manchester and Liverpool), and Wigan (located on the main West Coast line which ran from London to Glasgow).
In 1870 an additional branch line (the Roe Green Loopline) was opened to Bolton, via Walkden Low Level. The station was initially opened at Walkden with Low Level being added 2.6.1924. A key function of the lines was to support the surrounding collieries in conjunction with the Bridgewater canal, the largest of which was at Mosley Common, one of the biggest pits in the UK at its prime.
The Tyldesley Loopline extended from Eccles, through Monton and Worsley to Roe Green, where it turned westwards through Ellenbrook. At Roe Green, the Roe Green Loopline diverted northwards through Walkden to Bolton. The Tyldesley Loopline was finally closed under the 'Beeching Axe' on 5th May 1969, when under the control of British Rail. The Roe Green branch line closed in October 1969.

Part of the closed routes have be reclaimed by Salford as part of a recreational network – the route via Ellenbrook being part of National Cycle Network 55.

TfGM is now building a guided busway from Ellensbrook south west of Walkden to Leigh using the old formation. Buses will operate a cross city service from the Oxford Road University and Hospitals complexes in Manchester via the city centre and Salford before joining the busway from the East Lances Road just west of Irlams o’th’ Height. Over the forty years the rail line was closed nature reclaimed the cuttings and embankments. Residents got used to using the route for walking dogs and sheletering their gardens. The first step in building the busway has been to clear the route of trees.
This has not gone down well with the neighbours.

<a href=""http://www.wigantoday.net/community/community-news/residents-fury-over-preparation-for-busway-1-5501741"" rel=""nofollow"">www.wigantoday.net/community/community-news/residents-fur...</a>

This set will follow the progress of the construction of the busway and starts with a preliminary ramble from Walkden to Hough Lane. The route from Walden to Ellenbrook is not part of the busway but is include to give some sense of the natural growth that has occurred whilst the railway was shut.

We begin at Walkden Lower Station’s former site – looking north at the line from Eccles via Monton Green  to Bolton Great Moor Street via Walkden, Little Hulton and Plodder Lane.",The Leigh Guided Busway. The L&Y direct route from Salford to Crows Nest Junction passes over the lifted line to Bolton Great Moor Street immediately west of the remaining station in Walkden formerly known as Higher Level,8641716053,"['atherton', 'bus', 'bus rapid transit', 'east lancs road', 'ellenbrook', 'guided busway', 'leigh', 'london & north western railway', 'tfgm', 'tyldesley']"
,"Park in flood, Coalfalls, Ipswich",5345824374,"['bremmer', 'flood', 'ipswich', 'queensland']"
"Native American vendors selling their items outside the Governor's Palace, the oldest public building in the United States.",IMGP2194.JPG,112970265,"['family', 'new mexico', 'santa fe', 'vacation']"
Fort Monroe,unidentified building,2269868993,"['fort', 'monroe', 'virginia']"
One Planet visits the flood defences in the western suburbs of Bangkok,P1070594,6311499357,"['bangkok;', 'flooding;', 'floods;', 'thailand;', 'underwater']"
,65 to 46,2604478229,"['ambulance', 'columbus', 'flood', 'indiana', 'yield']"
"Financial District, New York City",wall street,519797383,"['city', 'district', 'downtown', 'fidi', 'financial', 'lower', 'manhattan', 'new', 'ny', 'nyc', 'seaport', 'south', 'street', 'york']"
"The Orange Jeep plows through heavy water creating a huge spray of water and mud at a stream crossing on a road near Park City, Utah. (c) 2010 Tom Kelly",Water Jeepin',4783442967,"['black', 'creek', 'flash flood', 'flood', 'jeep', 'jeeping', 'mud', 'orange', 'orange jeep', 'park city', 'puddle', 'river', 'road', 'road crossing', 'silver creek', 'spray', 'stream', 'trail', 'trail crossing', 'usa', 'ut', 'utah', 'water']"
fujifilm klasse w | fujicolor natura 1600,subway station,7677962936,"['35mm', '81 st', '81st street', 'city', 'digital minilab', 'film', 'fujicolor', 'fujicolor natura 1600', 'fujifilm', 'fujifilm klasse w', 'gothamist', 'klasse w', 'lti', 'manhattan', 'mta', 'museum of natural history', 'natura', 'natura 1600', 'new york', 'new york city', 'ny', 'nyc', 'scan', 'subway', 'subway platform', 'subway station', 'tumblr121119b', 'urban']"
"June 15, 2009 flooding in St. Louis","Weldon Spring, MO",4664683672,"['flood', 'kplr', 'ktvi', 'rain', 'st.louis']"
"I didn't take this! I found it among a collection of photos documenting the 1978 flood. The Hardee's in this photo is interesting in that it's a direct conversion of a <a href=""http://www.captainerniesshowboat.com/sandys"">Sandy's Hamburgers</a>. Sandy's, a McDonald's competitor, had its heyday in the 1960s. Beginning in the early '70s, the struggling franchise was bought and most of its burger stands turned into Hardee's.

The building was replaced in the 1980s by a larger one of the familiar generic Hardee's design (which today is an Indian restaurant). To my knowledge, this is the only photo of the original Rochester Sandy's structure.",The Hardee's that used to be a Sandy's,369232377,"['1978', 'architecture', 'burger joint', 'fast food', 'flood', 'found', ""hardee's"", 'minnesota', 'recycled', 'repurposed', 'restaurant', 'rochester', ""sandy's""]"
,Caves closed due to flooding,8329646536,[]
It only cost a bajillion dollars,The new science building,2169738457,"['acadmey', 'deerfield', 'historic']"
,DSCN5470,3824366533,"['building', 'buildings', 'chicago', 'michiganavenue', 'sky', 'skyscraper', 'skyscrapers']"
,IMG_9128,3976119161,"['cambodia', 'flood', 'ketsana', 'siem reap']"
"This part of Bangkok, near Chao Phraya River, was heavily damaged by the 2011 flood. The new paint on the buildings is very colorful - a stark contrast to the rust and dullness of the nearby buildings. I was particularly intrigued by the black and white pattern on the building at the end of this street, although I'm not sure whether the 'holstein' look is intentional.",Bangkok Holstein Design,7233303308,"['bangkok', 'street photography', 'thailand']"
AS WE WERE LEAVING ON THE FOURTH DAY I DID SEE A RANGER DRIVING THE FAR SIDE OF BLAIR VALLEY.  WHILE IT WAS LONELY AND ISOLATED OUR LITTLE CAMPING SPOT DID HAVE GOOD CELL COVERAGE.  WALKING HALF A MILE EITHER WAY AND THE CELL COVERAGE VANISHED.  I ASSUME WE WERE ACCESSING A CELL TOWER NEAR MT. LAGUNA WITH THE COVERAGE COMING THROUGH A GAP IN THE MOUNTAINS.,Our campsite - Blair Valley - Anza Borrego Desert State Park  10-3-2013  -- there was no one else in sight all three days!  The yellow flag is New Mexico (2x3 feet). For a larger view RIGHT CLICK on the image then LEFT CLICK on ORIGINAL,10130389714,"['abdsp', 'anza borrego', 'anza borrego desert state park', 'blair valley', 'plantation road', 's1']"
rail road track,rail road track,482840358,"['new orleans', 'rail', 'rail road track', 'road', 'track']"
,Juden Creek is flooded,4802441764,"['bicycling', 'creeks', 'tdf/2']"
Morocco. Photo: © Curt Carnemark / World Bank,MA064S12 World Bank,2693406476,"['africa', 'animal', 'carrying', 'climate change', 'development', 'environment', 'hills', 'morocco', 'mountains', 'north africa', 'path', 'pathway', 'people', 'road', 'roadway', 'rural', 'transport', 'walking', 'world bank']"
"<a href=""http://posterous.com"" rel=""nofollow"">Posted via email</a>  from <a href=""http://blog.piersonthe.net/almost-flooding-outside-the-office"" rel=""nofollow"">Piers Karsenbarg</a>",Almost flooding outside the office,4927305480,[]
,Debris on sidewalk from street flooding - Montrose Area,2880277704,"['aftermath', 'hurricane', 'hurricane ike']"
,DSC07558,4734759694,"['22nd', 'flash', 'flood', 'lyndale', 'minneapolis', 's']"
,storm 2,258452990,"['auckland', 'cameraphone', 'flood', 'moblog', 'new zealand', 'night', 'nz', 'photo', 'rain', 'storm', 'water', 'weather']"
"These are from the 2012 Southern area Motocross Senior Championships round which took place in Clonroche, Co. Wexford on Sunday 20th May 2012",Motocross Clonroche 2012,7157642883,"['championships', 'clonroche', 'ireland', 'motocross', 'motocross clonroche 200512', 'motox', 'sean rowe', 'southern area', 'wexford', 'wexford off road club']"
The fences between our house and the neighbor at the front.,Front fence,387278486,"['duffy', 'flood']"
"This car is stuck in the water at 17th  Street and Kansas Avenue in Topeka, Kansas

Seen on my way to work.",Floating away....  ....  ....,488329848,"['flooding', 'rain', 'topeka', 'water']"
,IMG_1612,8080704416,"['architecture', 'bay', 'big', 'blue', 'building', 'ca', 'california', 'canon', 'city', 'embarcedero', 'ferry building', 'palm tree', 'polarize', 'polarizer', 'san francisco', 'sky', 't2i']"
"sole building remaining from the 1886 Haymarket Riot (there are bullet holes in the wall, if you look closely, in person).

<a href=""http://www.geobloggers.com"">GeoTagged</a>",rooftop haiku 5,224249,"['chicago', 'desplaines', 'el', 'haymarket', 'lake', 'seth anderson', 'swanksalot', 'train', 'urban', 'west_loop']"
,Harbor Plaza,6421883439,"['building', 'buildings', 'hotel', 'reflection', 'suisun']"
,Wainapanapa Volcanic Trail,2581900694,"['hawaii', 'maui', 'road to hana']"
The Eastern Orthodox Cathedral of Helsinki,Uspenski Cathedral,3868141597,"['architecture', 'building', 'cathedral', 'christianity', 'church', 'eastern orthodox', 'europe', 'finland', 'fuji', 'fuji s9600', 'helsingfors', 'helsinki', 'orthodox', 'scandanavia', 'uspenski cathedral', 'uspenskij-katedralen', 'uspenskin katedraali']"
,Millenium Bridge,478677615,"['england', 'london', 'millenium bridge', 'river', 'thames']"
"H.M. CUSTOMS
COAT OF ARMS

The arms which are placed on this wall, are the property of H.M. Customs and formerly stood above the porch of the Port's Custom House, 20 South Quay, the adjacent building to this to the north, now the offices of the Great Yarmouth Port Authority.

The Arms are the English Royal Arms used since the accession of Queen Victoria in 1837 and show the arms for England with three gold lions passant guardant on a red background in the first and fourth quarters, the Arms for Scotland with a red lion rampant in the second quarter and a gold harp with white strings on a blue background for Ireland in the third quarter.

The arms were restored by the Great Yarmouth Port Authority, mounted on this wall and floodlit on 1993.

The Great Yarmouth Port Authority
March 1994

John B. Mowson - Chairman
Michael C. M. Boon - Chief Executive and Clerk",H.M. Customs Coat of Arms blue plaque,3872455288,"['blue plaque', 'england', 'great yarmouth', 'h.m. customs coat of arms', 'history', 'norfolk', 'uk']"
"A Sunday walk through Griffith Woods.

Cody went beyond the barricades erected after heavy rains flooded the banks of the Elbow River.",Exploring the Elbow,2605345726,"['calgary', 'cody', 'elbow river', 'forest', 'griffith woods', 'path', 'river', 'trees', 'walk', 'water']"
There were several of these metal tubes arrayed in formation along this part of the Broad.,Part of a Fire Organ?,420890052,"['2007', 'broad street', 'city', 'england', 'luminox', 'oxford', 'oxfordshire', 'spring']"
,bit of a flooding problem,3574179437,[]
"My first posting for over a week and it's good to be back!
Bit of a beast this one, a Volvo B12B Tri-axle Berkhof.
Looking through flickr it was with Ferris Holidays although the which was at the rear has been removed, so not 100% who operates it now.",Rail Replacement Plymouth,12486074143,"['berkhof', 'devon', 'fj06zku', 'nikon 16-85 vr', 'nikon d7000', 'plymouth', 'rail replacement', 'saltash road', 'tri-axle', 'volvo b12b']"
More lonely wet benches on the Thames towpath.,Wet bench,12270256006,"['bench', 'flood', 'iphone', 'river', 'thames', 'towpath']"
Bandelier National Monument.,flooded parking lot,11137374436,"['bandelier', 'flood', 'national monument', 'new mexico']"
The flood gates holding back the water of the Lake Normandy.,The Flood Gates,455809801,"['dam', 'lake normandy', 'rocks', 'spring', 'tennessee', 'water']"
,IMG_0830,12436894414,"['floods', 'windsor']"
a van abandoned trying to cross curry moor during the floods.  judging from the tide line the water has receded quite a bit since then.  the moors are purposefully flooded when water is pumped out from the river to stop it bursting its banks.,abandoned,2228561142,"['abandoned', 'curry moor', 'floods', 'somerset', 'van', 'water']"
"As this and the adjacent pictures will show, the original route was narrow with many tight curves.  For something built in 1915, when cars moved much more slowly, this isn't surprising.  In this picture, the concrete section is part of the original route. <b><a href=""http://fiveprime.org/blackmagic"" rel=""nofollow"">View on black, courtesy of B l a c k M a g i c</a></b>

The Ridge Route was the first paved highway linking the Los Angeles area to the San Joaquin valley.  The first road was built in 1915 and was concrete. These seemingly boring pictures document part of what was the Ridge Route, specifically the section just north of Castaic and going to the Templin Highway.  This is only a small portion of the Ridge Route, the northern sections are temporarily closed due to damage from fires and landslides.",Castaic: Ridge Route 1459a,4046186568,"['california', 'i-5', 'los angeles', 'los angeles county', 'ridge route']"
有形文化財らしい。確かに内の造りも凝っていた。,宇治山田駅 (1),3292054513,"['building', 'ise', 'mie', 'station']"
"Facade by Cola dell'Amatrice in the late 16th century, the church sits on the foundations of a Roman building and the crypt dates from the 7th century.",Piazza Arringo - Cathedral of S. Emidio (background),5645826824,"['ascoli picheno', 'spring 2011', 'study abroad']"
(2012-11-18_14.07.56.jpg),Rain causing a little flooding,8195709448,[]
"A maize field is inundated by a flash flood in southern Bangladesh while the photo on the right shows
soybeans damaged by the same flash flood. Maize is more resilient than many other low-height crops, including chili, sesame and soybean. CIMMYT works in the Bangladesh under the Agriculture and Nutrition Project (ANEP), funded by the European Union. The
project seeks to sustainably raise agricultural productivity and promote effective market linkages to improve the nutrition of poor
rural and urban households. 

M. Yusuf Ali and Shah-Al-Emran/CIMMYT

<a href=""http://www.cimmyt.org"" rel=""nofollow"">www.cimmyt.org</a>",Maize resilience,11072599314,"['bangladesh', 'flood', 'maiz', 'maize', 'soybeans']"
"BHS students and parents flood the Berkeley Rose Garden for the annual prom-picture madhouse and Euclid Avenue logjam.

Sigma 10-20 @ 20/8",It Must be May,8716280530,"['berkeley', 'berkeley hills', 'nikon d5100', 'north berkeley', 'nub', 'prom', 'rose garden', 'sigma 10 20', 'spring', 'wide angle']"
"Villa Arconati, detta anche il Castellazzo, è una delle ville storiche del Parco delle Groane, situata a Bollate, nella frazione Castellazzo di Bollate. Si tratta di un esempio di barocchetto lombardo settecentesco ed è monumento nazionale.

Fra gli oggetti più celebri che sono stati conservati nella villa ricordiamo il Codice Atlantico di Leonardo da Vinci (donato da Galeazzo Arconati nel 1637 alla Biblioteca Ambrosiana, dove si trova tuttora) e i bassorilievi del monumento funebre a Gaston de Foix, scolpiti da Agostino Busti detto il Bambaja (forse discepolo dello stesso Leonardo), ora ai Musei Civici del Castello Sforzesco di Milano.
Attualmente vi si trova la Statua romana di Pompeo Magno. Donata della Santa Sede a Galeazzo Arconati, fu portata da Roma nel 1627, su un carro trainato da buoi. Si crede che sia questa la statua ai cui piedi morì, trafitto dalle pugnalate dei congiurati, Gaio Giulio Cesare nel 44 a.C.

Past Arese on the Milan-Varese main road, there is the vast castle estate at the centre of which, set in a beautiful alley is the Villa Arconati. The villa was built in the 17th century, by Galeazzo Arconati on a former medieval site and in 1730 it was rebuilt according to the plans of Giovanni Ruggeri. Around the splendid H-shaped villa are the Baroque gardesns, which represent one of Lombardy's best examples of landscape gardening. The water lilies, the animals, the woods, the reserves, the shaped hedges, make these splendid gardens a jewel of neoclassicism.",VILLA ARCONATI d2x 111,3911466727,"['ancient', 'anticando', 'archaeology', 'bollate', 'borgo', 'canon', 'castellazzo', 'castellazzo di bollate', 'codice atlantico', 'countryside', 'da vinci', 'gardens', 'giulio cesare', 'italian', 'italy', 'leonardo', 'milan', 'milano', 'nature', 'nikon', 'northern', 'old', 'pompeo magno', 'roman statue', 'sculpture', 'villa arconati']"
"Psalm 119:35

You gotta see it <a href=""http://farm2.static.flickr.com/1327/1482839626_aca8632f4b_o.jpg"">LARGE</a>.",For I Delight In It,1482839626,"['drive', 'flatrock', 'grass', 'gravel', 'path', 'potd', 'psalm', 'psalm 119', 'road', 'verse', 'woodbine']"
,1574 Jefferson,12391704,"['architecture', 'building', 'home', 'house', 'neworleans', 'uptown']"
,Incredible building in Toulouse,4106236152,"['art deco', 'building', 'france toulouse', 'leaves', 'modernisme']"
"Repairs to children's room at Southborough library, Southborough, MA",After the flood,3790578297,"['library', 'mysouthborough', 'southboro', 'southborough']"
Pictures localized flooding,tropical storm Tomas,5139738217,"['curacao', 'rainfall', 'storm', 'thomas']"
,Party House,2558277571,"['2008', 'flood', 'indiana', 'lake', 'nineveh', 'rain', 'sweetwater']"
"Captured with a nokia phone @ Velachery, December, 2008",Chennai Flood,3974118868,"['asia', 'chennai', 'city', 'crowd', 'flood', 'image', 'india', 'madras', 'mobile', 'nokia', 'people', 'phone', 'road', 'sky', 'velachery', 'vijayanagar', 'vijaynagar', 'water', 'wires']"
"Carter Lake, IA.  The only part of Iowa that actually resides on the Nebraska side of the Missouri river.

It is a city surrounded on three sides by Omaha, Nebraska, and its fourth boundary is the Missouri River. The oxbow shaped lake is approximately 323 acres with the city being approximately 1,236 acres.

In 1853, Edmond Jefferies filed a claim on 30 acres of land, which today is known as Carter Lake, Iowa. During the next 14 years, the Missouri River slowly shifted its channel, enlarging Mr. Jefferies' original 30 acres into 78 acres.

In 1877, flooding and shifting of the Missouri River created an oxbow lake, originally called Cut-Off lake and later Lake Nakomis, and left about 2,000 acres belonging to the State of Iowa, bounded on three sides by the State of Nebraska.

After extensive litigation between Iowa and Nebraska, in 1892 the United States Supreme Court finally ruled that Carter Lake belonged to Iowa (145 U.S. 519).

In 1930, Carter Lake became an officially incorporated city in the State of Iowa and today the Missouri River has stabilized.

Today, Carter Lake continues to grow and thrive paradoxically, as a small Iowa community surrounded by Omaha, Nebraska. 

<i><a href=""http://www.cityofcarterlake.com/history.html"" target=""_blank"">Source</a></i>",Lone Outpost,94743149,"['carter lake', 'iowa']"
This water from the day before (flooding from the storm) STUNK.,Stinky,3169836038,"['december', 'hawaii', 'maui', 'vacation']"
"Members of the Maryland Army National Guard in coordination with the Baltimore and Harford Counties’ Swiftwater/Flood Search & Rescue Teams consisting of elements of county fire and police departments conducted the joint exercise Operation Chesapeake Retriever Aug. 3 at the Essex Sky Park in Essex, Md. Operation Chesapeake Retriever was an operational drill to test the readiness and capabilities of Baltimore and Harford Counties Swiftwater/Flood Search & Rescue Teams for this upcoming hurricane season. The drill consisted of movement of swiftwater/flood search and rescue teams from their home bases to the operational area via Maryland Army National Guard CH-47 Chinook helicopters followed by a variety of swiftwater rescue training missions using UH-60 Blackhawks and Baltimore County aircraft. (Photo by Sgt. Thaddeus Harrington)",Operation Chesapeake Retriever,4862648505,"['air guard', 'air national guard', 'airmen', 'army', 'army guard', 'guard', 'maryland guard', 'maryland national guard', 'md guard', 'national guard', 'soldiers']"
,it was weird at the fair this year.  the rides didn't have as many lights & there were flood lights in the midway?!,5153189074,"['carnival', 'columbia county fair', 'fair', 'lights', 'rides']"
A walk in the park on the first storm-free and sunny day in the last few weeks shows just how much rain has fallen recently. This is supposed to be a viewing platform over the lake.,Very wet,11814300355,"['2014-01-05 10.13.59 hdr', 'country', 'flood', 'hornchurch', 'london', 'park']"
This is the road about 50 yards past my house.,,4485730802,"['flood', 'massachusetts', 'new england', 'north attleboro', 'river', 'ten mile river']"
A great surprise to wake up to! a quick swim in the cholera infested sewage flood waters of Kolkatta!,Morning!,236754582,"['asia', 'boy', 'calcutta', 'flood', 'flooding', 'india', 'kolkatta', 'man', 'rain', 'street', 'urban', 'water']"
"Elite Football League of India being held at the Sugathadasa Stadium. Colombo, Sri Lanka. 2012/08/12",_MG_5872.jpg,7773141506,"['american football', 'american style football', 'archive', 'asia', 'captures', 'ceylon', 'dhammika heenpella', 'efli', 'elite football league of india', 'first-ever', 'flag', 'flood lights', 'indian', 'kolkata vipers versus delhi defenders', 'light post', 'photos', 'pictures', 'shots', 'snaps', 'sport', 'sports', 'sri lanka', 'sri lankan', 'sugathadasa stadium', 'the images of sri lanka']"
,Light floods - River Kamp ... #nature #naturelovers #river #kamp #austria #igersaustria #igersniederösterreich #loweraustria #jettsdorf,8978236217,"['instagram app', 'iphoneography', 'normal', 'square', 'square format']"
,flooded road,359590097,"['lanka', 'srilanka']"
"The rooftop is seen in Fringe episode #310 ""The Firefly"".
<a href=""http://moviemaps.org/locations/1ew"" rel=""nofollow"">moviemaps.org/locations/1ew</a>",142 West Hastings Street,7149588241,"['142 west hastings street', 'building', 'fringe']"
,002,4551421490,"['kulmakorpi', 'off-road']"
I kept driving down the road through North Shore and stopping at different beaches to take pics.,IMG_0775,3587274629,[]
Y avait'il quelque chose ici du temps de l'activité de la voie ferrée ?,Maison le long des voies...,103001360,"['cycling', 'reserved', 'road']"
Der Pegel des Rheins steht hoch.,Am Rhein,133576308,"['boat', 'bonn', 'flooding', 'floods', 'gauge', 'germany', 'nw', 'public', 'rhein', 'river', 'ship', 'water']"
,Listening to Melvins in the Oxford rd flood,5989522932,"['brannan', 'instagram app', 'iphoneography', 'square', 'square format']"
"<a href=""http://www.thetrustees.org/places-to-visit/central-ma/doanes-falls.html"" rel=""nofollow"">www.thetrustees.org/places-to-visit/central-ma/doanes-fal...</a>",Signs Half Submerged,4640562537,"['america', 'canoe', ""doane's falls"", 'flood', 'flooding', 'lawrence brook', 'ma', 'massachusetts', 'royalston', 'sign', 'tully lake', 'usa', 'water']"
The old peaking through the junky new. They covered up this beautiful brick road to put in a nasty cement road and yet the cement is crumbling apart.,cement and bricks,486497208,['cameraphone']
,T_IMG_2322,26096950,"['new zealand', 'road trip', 'south island']"
,flooded path,6084501927,[]
,crossing over,4084394159,"['bridge', 'river', 'rome', 'water']"
,Belgaum club road,8876451278,"['belgaum', 'clouds']"
